"fecha";"Run Fondo";"serie";"1M";"3M";"6M";"1Y";"ytd"
2023-05-12;"8458";W-APV;"8.54%";"17.68%";"29.51%";"3.64%";"15.84%"
2023-05-13;"8458";W-APV;"9.37%";"17.68%";"29.51%";"6.95%";"15.84%"
2023-05-14;"8458";W-APV;"9.27%";"16.36%";"29.51%";"6.95%";"15.84%"
2023-05-15;"8458";W-APV;"9.27%";"18.15%";"28.97%";"6.95%";"15.84%"
2023-05-16;"8458";W-APV;"7.74%";"14.09%";"26.63%";"5.45%";"14.21%"
2023-05-17;"8458";W-APV;"4.60%";"9.21%";"28.86%";"4.96%";"10.88%"
2023-05-18;"8458";W-APV;"1.46%";"7.39%";"30.30%";-4.72%;"9.03%"
2023-05-19;"8458";W-APV;"1.74%";"7.32%";"30.22%";-7.56%;"8.97%"
2023-05-20;"8458";W-APV;-0.69%;"7.32%";"30.22%";-9.55%;"8.97%"
2023-05-21;"8458";W-APV;"0.52%";"4.73%";"30.22%";-9.55%;"8.97%"
2023-05-22;"8458";W-APV;"0.52%";"4.93%";"30.39%";-9.55%;"8.97%"
2023-05-23;"8458";W-APV;"2.15%";"8.66%";"31.29%";-8.09%;"10.73%"
2023-05-24;"8458";W-APV;"2.09%";"10.47%";"27.75%";-8.83%;"10.66%"
2023-05-25;"8458";W-APV;-2.41%;"9.10%";"27.15%";-7.77%;"9.28%"
2023-05-26;"8458";W-APV;-6.67%;"7.63%";"25.44%";-6.54%;"7.82%"
2023-05-27;"8458";W-APV;-4.22%;"7.63%";"25.44%";-3.74%;"7.82%"
2023-05-28;"8458";W-APV;-2.01%;"6.67%";"25.44%";-3.74%;"7.82%"
2023-05-29;"8458";W-APV;-2.01%;"6.67%";"21.94%";-3.74%;"7.82%"
2023-05-30;"8458";W-APV;-2.50%;"6.14%";"25.37%";-4.22%;"7.28%"
2023-05-31;"8458";W-APV;-3.22%;"5.35%";"24.44%";-6.60%;"6.49%"
2023-06-01;"8458";W-APV;-3.38%;"0.55%";"22.36%";-8.06%;"6.31%"
2023-06-02;"8458";W-APV;-4.74%;"0.23%";"19.17%";-8.29%;"4.82%"
2023-06-03;"8458";W-APV;-6.43%;"2.13%";"19.17%";-11.53%;"4.82%"
2023-06-04;"8458";W-APV;-9.32%;"2.13%";"19.17%";-11.53%;"4.82%"
2023-06-05;"8458";W-APV;-7.26%;"2.13%";"19.17%";-11.53%;"4.82%"
2023-06-06;"8458";W-APV;-7.75%;"1.59%";"14.60%";-12.00%;"4.26%"
2023-06-07;"8458";W-APV;-6.42%;-1.26%;"14.10%";-6.53%;"5.77%"
2023-06-08;"8458";W-APV;-6.74%;-0.35%;"13.70%";-10.31%;"5.40%"
2023-06-09;"8458";W-APV;-7.14%;-3.51%;"14.41%";-12.74%;"6.05%"
2023-06-10;"8458";W-APV;-7.50%;-7.22%;"14.41%";-15.67%;"6.05%"
2023-06-11;"8458";W-APV;-5.96%;-7.22%;"14.41%";-15.67%;"6.05%"
2023-06-12;"8458";W-APV;-8.45%;-7.22%;"14.41%";-15.67%;"6.05%"
2023-06-13;"8458";W-APV;-9.27%;-8.05%;"14.87%";-16.42%;"5.11%"
2023-06-14;"8458";W-APV;-8.47%;-4.68%;"15.86%";-15.49%;"6.03%"
2023-06-15;"8458";W-APV;-9.79%;-3.65%;"11.36%";-14.98%;"4.50%"
2023-06-16;"8458";W-APV;-7.20%;"3.16%";"12.99%";-18.27%;"5.99%"
2023-06-17;"8458";W-APV;-4.41%;"2.42%";"12.99%";-16.78%;"5.99%"
2023-06-18;"8458";W-APV;-2.79%;"2.42%";"12.99%";-16.78%;"5.99%"
2023-06-19;"8458";W-APV;-2.73%;"2.42%";"12.99%";-16.78%;"5.99%"
2023-06-20;"8458";W-APV;-2.69%;"2.46%";"13.50%";-16.75%;"6.03%"
2023-06-21;"8458";W-APV;-2.69%;"3.99%";"14.40%";-16.75%;"6.03%"
2023-06-22;"8458";W-APV;-2.69%;"0.30%";"8.17%";-16.75%;"6.03%"
2023-06-23;"8458";W-APV;-3.90%;-1.80%;"12.25%";-12.65%;"6.41%"
2023-06-24;"8458";W-APV;-3.84%;"0.27%";"12.25%";-4.16%;"6.41%"
2023-06-25;"8458";W-APV;-2.63%;"0.27%";"12.25%";-4.16%;"6.41%"
2023-06-26;"8458";W-APV;-1.30%;"0.27%";"12.25%";-4.16%;"6.41%"
2023-06-27;"8458";W-APV;-1.30%;"0.27%";"10.71%";-4.16%;"6.41%"
2023-06-28;"8458";W-APV;-1.60%;-2.08%;"2.98%";-4.45%;"6.09%"
2023-06-29;"8458";W-APV;-2.80%;-2.28%;"6.18%";-3.00%;"4.80%"
2023-06-30;"8458";W-APV;-4.19%;-3.58%;"2.79%";-4.06%;"2.79%"
2023-07-01;"8458";W-APV;-3.31%;-0.65%;"2.79%";-1.62%;"2.79%"
2023-07-02;"8458";W-APV;-1.93%;-0.65%;"2.79%";-1.62%;"2.79%"
2023-07-03;"8458";W-APV;-1.93%;-0.65%;"2.79%";-1.62%;"2.79%"
2023-07-04;"8458";W-APV;-1.24%;"1.31%";"6.05%";-0.92%;"3.52%"
2023-07-05;"8458";W-APV;-1.22%;"0.54%";"4.03%";"3.81%";"3.54%"
2023-07-06;"8458";W-APV;-0.57%;"2.36%";"6.29%";"10.21%";"3.66%"
2023-07-07;"8458";W-APV;-2.22%;"2.12%";"6.03%";"10.37%";"3.42%"
2023-07-08;"8458";W-APV;-1.88%;"2.12%";"6.03%";"11.93%";"3.42%"
2023-07-09;"8458";W-APV;-2.48%;"2.12%";"6.03%";"11.93%";"3.42%"
2023-07-10;"8458";W-APV;-2.48%;"2.12%";"6.35%";"11.93%";"3.42%"
2023-07-11;"8458";W-APV;-5.02%;-2.68%;"4.19%";"9.02%";"0.73%"
2023-07-12;"8458";W-APV;-5.22%;-5.82%;"4.01%";"11.16%";"0.52%"
2023-07-13;"8458";W-APV;-5.06%;-5.79%;"4.56%";"9.51%";-0.21%
2023-07-14;"8458";W-APV;-6.80%;-6.78%;"3.55%";"14.65%";-1.18%
2023-07-15;"8458";W-APV;-5.44%;-6.78%;"3.55%";"7.10%";-1.18%
2023-07-16;"8458";W-APV;-6.76%;-6.78%;"3.55%";"7.10%";-1.18%
2023-07-17;"8458";W-APV;-6.76%;-6.78%;"3.04%";"7.10%";-1.18%
2023-07-18;"8458";W-APV;-6.95%;-8.23%;-2.23%;"6.87%";-1.38%
2023-07-19;"8458";W-APV;-6.52%;-7.49%;"0.45%";"10.49%";-0.92%
2023-07-20;"8458";W-APV;-4.44%;-7.65%;"4.46%";"12.27%";"1.32%"
2023-07-21;"8458";W-APV;-7.88%;-9.89%;"0.70%";"12.16%";-2.32%
2023-07-22;"8458";W-APV;-7.88%;-9.89%;"0.70%";"11.39%";-2.32%
2023-07-23;"8458";W-APV;-8.21%;-9.89%;"0.70%";"11.39%";-2.32%
2023-07-24;"8458";W-APV;-8.21%;-9.89%;-1.71%;"11.39%";-2.32%
2023-07-25;"8458";W-APV;-9.12%;-13.64%;-3.08%;"10.29%";-3.29%
2023-07-26;"8458";W-APV;-8.22%;-15.46%;-0.19%;"4.30%";-2.34%
2023-07-27;"8458";W-APV;-7.28%;-12.35%;"1.61%";"10.42%";-1.34%
2023-07-28;"8458";W-APV;-9.10%;-12.35%;-0.68%;"8.41%";-3.56%
2023-07-29;"8458";W-APV;-7.97%;-12.35%;-0.68%;"9.96%";-3.56%
2023-07-30;"8458";W-APV;-6.18%;-12.35%;-0.68%;"9.96%";-3.56%
2023-07-31;"8458";W-APV;-6.18%;-12.35%;"0.51%";"9.96%";-3.56%
2023-01-31;"8183";D;-0.43%;"5.86%";-1.29%;"17.03%";-0.41%
2023-02-01;"8183";D;-3.51%;"2.58%";-4.35%;"15.95%";-3.50%
2023-02-02;"8183";D;-5.22%;"0.77%";-6.93%;"15.70%";-5.21%
2023-02-03;"8183";D;-7.17%;-7.13%;-9.69%;"11.35%";-7.16%
2023-02-04;"8183";D;-8.06%;-9.31%;-6.72%;"9.38%";-7.14%
2023-02-05;"8183";D;-6.77%;-9.33%;-6.76%;"9.35%";-7.14%
2023-02-06;"8183";D;-9.13%;-9.33%;-6.78%;"9.35%";-7.14%
2023-02-07;"8183";D;-8.18%;-8.37%;-5.79%;"10.51%";-6.16%
2023-02-08;"8183";D;-10.21%;-8.72%;-7.87%;"8.25%";-8.23%
2023-02-09;"8183";D;-8.79%;-6.43%;-6.29%;"12.49%";-6.77%
2023-02-10;"8183";D;-7.83%;-7.67%;-5.47%;"14.86%";-5.61%
2023-02-11;"8183";D;-6.66%;"1.70%";-1.71%;"11.09%";-5.60%
2023-02-12;"8183";D;-3.89%;"1.68%";-1.55%;"11.07%";-5.60%
2023-02-13;"8183";D;-3.25%;"1.68%";-1.57%;"11.07%";-5.60%
2023-02-14;"8183";D;-5.12%;-0.26%;-3.45%;"8.95%";-7.40%
2023-02-15;"8183";D;-5.36%;-2.02%;-3.69%;"8.51%";-7.63%
2023-02-16;"8183";D;-6.46%;-2.23%;-4.81%;"10.10%";-8.71%
2023-02-17;"8183";D;-3.88%;-1.42%;-1.47%;"13.49%";-6.19%
2023-02-18;"8183";D;-4.10%;-1.90%;-2.63%;"8.56%";-6.17%
2023-02-19;"8183";D;-6.96%;-1.92%;-2.34%;"8.54%";-6.17%
2023-02-20;"8183";D;-7.82%;-1.92%;-2.37%;"8.54%";-6.17%
2023-02-21;"8183";D;-7.70%;-1.77%;-2.22%;"8.70%";-6.03%
2023-02-22;"8183";D;-4.35%;"0.90%";"1.33%";"12.69%";-2.62%
2023-02-23;"8183";D;-4.30%;"3.50%";-2.87%;"10.60%";-2.58%
2023-02-24;"8183";D;-3.28%;"3.69%";-3.75%;"5.52%";-3.29%
2023-02-25;"8183";D;-3.39%;"3.70%";-2.93%;"8.97%";-3.27%
2023-02-26;"8183";D;-2.97%;"3.68%";-0.65%;"8.94%";-3.27%
2023-02-27;"8183";D;-0.71%;"3.68%";-0.67%;"8.94%";-3.27%
2023-02-28;"8183";D;-1.54%;"2.83%";-1.48%;"8.05%";-4.07%
2023-03-01;"8183";D;-0.05%;"6.56%";-5.75%;"7.53%";-3.55%
2023-03-02;"8183";D;"2.33%";"7.11%";-4.79%;"4.40%";-3.00%
2023-03-03;"8183";D;"3.03%";"5.61%";-6.13%;"7.20%";-4.34%
2023-03-04;"8183";D;"3.04%";"5.63%";-6.11%;"6.17%";-4.32%
2023-03-05;"8183";D;"3.04%";"5.63%";-6.11%;"6.15%";-4.32%
2023-03-06;"8183";D;"3.04%";"1.93%";-6.16%;"6.15%";-4.32%
2023-03-07;"8183";D;"2.23%";-0.47%;-6.45%;"6.43%";-4.07%
2023-03-08;"8183";D;"7.35%";"2.19%";-0.62%;"2.37%";-1.49%
2023-03-09;"8183";D;"5.62%";"2.15%";"0.88%";"1.35%";-1.53%
2023-03-10;"8183";D;"8.76%";"6.47%";"5.15%";"11.20%";"2.66%"
2023-03-11;"8183";D;"8.76%";"6.49%";"5.17%";"10.70%";"2.68%"
2023-03-12;"8183";D;"8.76%";"6.49%";"5.17%";"10.68%";"2.68%"
2023-03-13;"8183";D;"8.76%";"9.50%";"6.81%";"10.68%";"2.68%"
2023-03-14;"8183";D;"11.51%";"11.60%";-1.11%;"11.30%";"3.26%"
2023-03-15;"8183";D;"8.34%";"6.44%";-3.71%;"6.51%";"0.07%"
2023-03-16;"8183";D;"11.98%";"3.01%";-1.65%;"13.42%";"2.23%"
2023-03-17;"8183";D;"5.44%";-0.36%;-4.85%;"14.52%";-1.09%
2023-03-18;"8183";D;"5.43%";-0.35%;-4.83%;"17.29%";-1.08%
2023-03-19;"8183";D;"5.43%";-0.35%;-4.83%;"17.26%";-1.08%
2023-03-20;"8183";D;"5.43%";-2.33%;-4.83%;"17.26%";-1.08%
2023-03-21;"8183";D;"3.22%";-3.69%;-7.94%;"14.98%";-3.00%
2023-03-22;"8183";D;-2.96%;-4.09%;-13.32%;"12.15%";-5.50%
2023-03-23;"8183";D;"0.40%";-3.29%;-12.49%;"18.38%";-2.18%
2023-03-24;"8183";D;"0.82%";-3.63%;-12.80%;"15.68%";-2.50%
2023-03-25;"8183";D;"0.81%";-3.61%;-12.78%;"19.02%";-2.49%
2023-03-26;"8183";D;"0.81%";-3.61%;-12.78%;"19.00%";-2.49%
2023-03-27;"8183";D;"0.81%";-3.44%;-14.77%;"19.00%";-2.49%
2023-03-28;"8183";D;"1.27%";-2.74%;-15.05%;"18.56%";-2.84%
2023-03-29;"8183";D;"1.29%";-5.86%;-11.40%;"20.14%";-2.83%
2023-03-30;"8183";D;-1.45%;-5.46%;-17.01%;"19.75%";-5.46%
2023-03-31;"8183";D;-2.60%;-6.58%;-17.98%;"16.51%";-6.56%
2023-04-01;"8183";D;-3.11%;-6.56%;-17.98%;"13.20%";-6.55%
2023-04-02;"8183";D;-3.66%;-6.56%;-17.98%;"13.18%";-6.55%
2023-04-03;"8183";D;-2.30%;-6.56%;-17.98%;"13.18%";-6.55%
2023-04-04;"8183";D;-2.76%;-7.88%;-14.30%;"12.68%";-6.96%
2023-04-05;"8183";D;-1.26%;-5.14%;-8.34%;"15.79%";-5.52%
2023-04-06;"8183";D;-0.82%;-7.13%;-8.55%;"13.49%";-5.10%
2023-04-07;"8183";D;-1.06%;-7.13%;-10.37%;"11.21%";-5.09%
2023-04-08;"8183";D;-3.65%;-7.13%;-10.39%;"12.07%";-5.09%
2023-04-09;"8183";D;-3.61%;-7.13%;-10.39%;"12.05%";-5.09%
2023-04-10;"8183";D;-7.54%;-7.31%;-10.39%;"12.05%";-5.09%
2023-04-11;"8183";D;-7.68%;-6.29%;-10.51%;"11.90%";-5.21%
2023-04-12;"8183";D;-8.04%;-3.88%;-11.98%;"8.32%";-5.58%
2023-04-13;"8183";D;-7.37%;-2.53%;-11.49%;"8.79%";-4.89%
2023-04-14;"8183";D;-10.14%;-4.93%;-9.83%;"8.36%";-7.21%
2023-04-15;"8183";D;-7.26%;-4.91%;-9.83%;"8.36%";-7.19%
2023-04-16;"8183";D;-9.22%;-4.91%;-9.83%;"8.36%";-7.19%
2023-04-17;"8183";D;-6.17%;-4.91%;-9.83%;"8.36%";-7.19%
2023-04-18;"8183";D;-6.92%;-5.89%;-5.66%;"7.50%";-7.92%
2023-04-19;"8183";D;-7.08%;-8.85%;-3.80%;"7.46%";-8.08%
2023-04-20;"8183";D;-6.75%;-9.37%;-4.73%;"11.35%";-7.75%
2023-04-21;"8183";D;-3.71%;-8.26%;-5.10%;"12.81%";-6.60%
2023-04-22;"8183";D;-1.14%;-8.24%;-5.10%;"8.79%";-6.58%
2023-04-23;"8183";D;-4.50%;-8.24%;-5.10%;"8.76%";-6.58%
2023-04-24;"8183";D;-4.19%;-6.57%;-5.10%;"8.76%";-6.58%
2023-04-25;"8183";D;-4.41%;-6.90%;-2.83%;"8.53%";-6.79%
2023-04-26;"8183";D;-0.87%;-3.03%;"4.54%";"14.03%";-3.33%
2023-04-27;"8183";D;-0.11%;-0.01%;"4.02%";"8.85%";-2.60%
2023-04-28;"8183";D;-2.81%;-3.09%;"0.39%";"6.43%";-5.58%
2023-04-29;"8183";D;-2.81%;-3.07%;"0.39%";"10.70%";-5.56%
2023-04-30;"8183";D;-0.11%;-3.07%;"0.39%";"10.67%";-5.56%
2023-05-01;"8183";D;"1.06%";-2.14%;"0.39%";"10.67%";-5.56%
2023-05-02;"8183";D;"1.06%";-0.37%;"0.39%";"10.67%";-5.56%
2023-05-03;"8183";D;"3.29%";"3.97%";-3.45%;"13.24%";-3.47%
2023-05-04;"8183";D;"5.93%";"6.14%";-3.74%;"17.61%";-1.44%
2023-05-05;"8183";D;"5.96%";"7.80%";-2.25%;"26.34%";"0.10%"
2023-05-06;"8183";D;"5.51%";"7.82%";-2.23%;"17.36%";"0.12%"
2023-05-07;"8183";D;"5.49%";"6.70%";-2.23%;"17.33%";"0.12%"
2023-05-08;"8183";D;"5.49%";"9.10%";-0.41%;"17.33%";"0.12%"
2023-05-09;"8183";D;"5.46%";"7.37%";"0.47%";"17.30%";"0.10%"
2023-05-10;"8183";D;"5.37%";"5.96%";-2.17%;"17.17%";"0.01%"
2023-05-11;"8183";D;"5.45%";"5.88%";"7.67%";"10.14%";-0.05%
2023-05-12;"8183";D;"6.02%";"6.04%";"7.82%";"6.80%";"0.11%"
2023-05-13;"8183";D;"5.27%";"6.06%";"7.84%";"6.43%";"0.12%"
2023-05-14;"8183";D;"7.90%";"8.12%";"7.84%";"6.40%";"0.12%"
2023-05-15;"8183";D;"7.89%";"8.40%";"6.20%";"6.40%";"0.12%"
2023-05-16;"8183";D;"6.84%";"8.61%";"6.18%";"5.37%";-0.85%
2023-05-17;"8183";D;"8.55%";"7.39%";"5.86%";"5.99%";"0.74%"
2023-05-18;"8183";D;"6.85%";"4.86%";"2.86%";"7.48%";-1.62%
2023-05-19;"8183";D;"7.06%";"4.89%";"2.87%";-0.80%;-1.59%
2023-05-20;"8183";D;"6.71%";"4.91%";"2.89%";-1.47%;-1.57%
2023-05-21;"8183";D;"5.39%";"4.75%";"2.89%";-1.48%;-1.57%
2023-05-22;"8183";D;"5.37%";"1.08%";"1.99%";-1.48%;-1.57%
2023-05-23;"8183";D;"5.10%";"0.77%";"4.30%";-1.74%;-1.82%
2023-05-24;"8183";D;"7.68%";"4.02%";"7.85%";"3.82%";"0.59%"
2023-05-25;"8183";D;"9.85%";"5.85%";"9.77%";"3.60%";"2.39%"
2023-05-26;"8183";D;"3.65%";"3.58%";"7.39%";"3.67%";"0.19%"
2023-05-27;"8183";D;"2.88%";"3.60%";"7.41%";"4.01%";"0.21%"
2023-05-28;"8183";D;"6.13%";"4.46%";"7.41%";"3.99%";"0.21%"
2023-05-29;"8183";D;"6.11%";"4.46%";"4.47%";"3.99%";"0.21%"
2023-05-30;"8183";D;"6.05%";"4.40%";"4.89%";"3.93%";"0.15%"
2023-05-31;"8183";D;"5.87%";"4.22%";"4.71%";"3.72%";-0.01%
2023-06-01;"8183";D;"7.21%";"4.97%";"11.86%";"3.70%";"1.25%"
2023-06-02;"8183";D;"4.83%";"2.06%";"9.32%";"0.30%";-1.00%
2023-06-03;"8183";D;"2.59%";"3.52%";"9.32%";"0.21%";-0.98%
2023-06-04;"8183";D;"0.47%";"3.49%";"9.32%";"0.19%";-0.98%
2023-06-05;"8183";D;-1.08%;"3.49%";"9.32%";"0.19%";-0.98%
2023-06-06;"8183";D;-1.10%;"3.49%";"5.48%";"0.19%";-0.98%
2023-06-07;"8183";D;-1.65%;"2.65%";"2.17%";-0.32%;-1.53%
2023-06-08;"8183";D;-0.57%;"1.06%";"3.28%";"3.76%";-0.44%
2023-06-09;"8183";D;-1.67%;-0.04%;"2.10%";"0.03%";-1.57%
2023-06-10;"8183";D;-1.57%;-4.10%;"2.11%";-4.70%;-1.55%
2023-06-11;"8183";D;-1.51%;-4.12%;"2.11%";-4.72%;-1.55%
2023-06-12;"8183";D;-1.66%;-4.12%;"2.11%";-4.72%;-1.55%
2023-06-13;"8183";D;-3.42%;-5.82%;"3.12%";-6.41%;-3.30%
2023-06-14;"8183";D;-4.75%;-7.64%;"3.08%";-14.99%;-4.63%
2023-06-15;"8183";D;-4.84%;-4.79%;"1.34%";-15.43%;-4.73%
2023-06-16;"8183";D;-6.17%;-9.00%;-6.26%;-15.44%;-6.97%
2023-06-17;"8183";D;-7.63%;-5.92%;-6.26%;-20.84%;-6.95%
2023-06-18;"8183";D;-5.42%;-5.94%;-6.26%;-20.86%;-6.95%
2023-06-19;"8183";D;-5.45%;-5.94%;-6.26%;-20.86%;-6.95%
2023-06-20;"8183";D;-5.55%;-6.02%;-8.21%;-20.93%;-7.03%
2023-06-21;"8183";D;-5.53%;-4.13%;-7.66%;-20.93%;-7.01%
2023-06-22;"8183";D;-5.53%;-1.59%;-5.62%;-20.93%;-7.01%
2023-06-23;"8183";D;-6.11%;-5.77%;-8.87%;-21.83%;-7.82%
2023-06-24;"8183";D;-8.34%;-5.43%;-8.86%;-21.68%;-7.80%
2023-06-25;"8183";D;-9.95%;-5.45%;-8.86%;-21.69%;-7.80%
2023-06-26;"8183";D;-7.98%;-5.45%;-8.86%;-21.69%;-7.80%
2023-06-27;"8183";D;-8.00%;-5.45%;-8.70%;-21.69%;-7.80%
2023-06-28;"8183";D;-10.07%;-7.24%;-9.78%;-23.46%;-9.88%
2023-06-29;"8183";D;-10.05%;-7.23%;-12.67%;-26.08%;-9.85%
2023-06-30;"8183";D;-10.80%;-5.50%;-10.66%;-26.80%;-10.66%
2023-07-01;"8183";D;-11.75%;-4.39%;-10.66%;-28.10%;-10.64%
2023-07-02;"8183";D;-9.74%;-4.39%;-10.66%;-28.11%;-10.64%
2023-07-03;"8183";D;-9.76%;-4.39%;-10.66%;-28.11%;-10.64%
2023-07-04;"8183";D;-9.80%;-4.00%;-11.57%;-28.14%;-10.68%
2023-07-05;"8183";D;-9.81%;-5.47%;-10.33%;-27.92%;-10.69%
2023-07-06;"8183";D;-9.56%;-5.63%;-12.36%;-27.38%;-10.45%
2023-07-07;"8183";D;-7.96%;-4.50%;-11.32%;-25.87%;-9.36%
2023-07-08;"8183";D;-8.94%;-4.48%;-11.30%;-23.51%;-9.34%
2023-07-09;"8183";D;-7.89%;-4.48%;-11.30%;-23.53%;-9.34%
2023-07-10;"8183";D;-7.91%;-4.48%;-11.47%;-23.53%;-9.34%
2023-07-11;"8183";D;-7.96%;-4.40%;-10.41%;-23.57%;-9.39%
2023-07-12;"8183";D;-9.41%;-5.55%;-9.21%;-26.39%;-10.81%
2023-07-13;"8183";D;-8.75%;-7.22%;-9.57%;-28.50%;-11.76%
2023-07-14;"8183";D;-9.28%;-6.75%;-11.35%;-30.25%;-13.48%
2023-07-15;"8183";D;-9.17%;-6.75%;-11.33%;-30.48%;-13.46%
2023-07-16;"8183";D;-6.98%;-6.75%;-11.33%;-30.49%;-13.46%
2023-07-17;"8183";D;-7.00%;-6.75%;-11.33%;-30.49%;-13.46%
2023-07-18;"8183";D;-8.18%;-7.20%;-12.67%;-31.37%;-14.56%
2023-07-19;"8183";D;-9.48%;-8.37%;-16.48%;-26.84%;-15.77%
2023-07-20;"8183";D;-9.65%;-8.94%;-17.47%;-23.55%;-16.00%
2023-07-21;"8183";D;-8.31%;-8.71%;-16.25%;-21.83%;-14.74%
2023-07-22;"8183";D;-8.29%;-8.71%;-16.23%;-20.32%;-14.72%
2023-07-23;"8183";D;-7.48%;-8.71%;-16.23%;-20.34%;-14.72%
2023-07-24;"8183";D;-7.50%;-8.71%;-14.71%;-20.34%;-14.72%
2023-07-25;"8183";D;-7.99%;-8.99%;-15.27%;-20.76%;-15.17%
2023-07-26;"8183";D;-8.42%;-12.66%;-15.31%;-20.69%;-15.57%
2023-07-27;"8183";D;-8.60%;-13.49%;-13.50%;-22.68%;-15.73%
2023-07-28;"8183";D;-5.37%;-9.68%;-12.47%;-17.56%;-14.71%
2023-07-29;"8183";D;-5.37%;-9.68%;-12.45%;-15.44%;-14.70%
2023-07-30;"8183";D;-4.52%;-9.68%;-12.45%;-15.45%;-14.70%
2023-07-31;"8183";D;-4.52%;-9.68%;-14.34%;-15.45%;-14.70%
2023-01-31;"8113";B;-1.91%;"12.49%";"17.80%";"4.48%";-1.90%
2023-02-01;"8113";B;-0.72%;"13.86%";"19.24%";"7.03%";-0.71%
2023-02-02;"8113";B;-1.95%;"12.44%";"17.42%";"8.10%";-1.94%
2023-02-03;"8113";B;-2.49%;"11.20%";"22.56%";"6.45%";-2.48%
2023-02-04;"8113";B;"0.15%";"9.21%";"21.46%";"9.03%";-2.47%
2023-02-05;"8113";B;-1.81%;"9.20%";"23.80%";"9.02%";-2.47%
2023-02-06;"8113";B;-0.27%;"9.20%";"23.79%";"9.02%";-2.47%
2023-02-07;"8113";B;-0.44%;"9.03%";"23.59%";"8.85%";-2.62%
2023-02-08;"8113";B;"2.50%";"11.12%";"27.23%";"12.96%";"0.25%"
2023-02-09;"8113";B;"2.82%";"6.47%";"24.34%";"15.97%";"0.56%"
2023-02-10;"8113";B;"1.78%";"13.56%";"25.73%";"7.89%";"0.09%"
2023-02-11;"8113";B;"2.18%";"14.27%";"24.47%";"4.80%";"0.10%"
2023-02-12;"8113";B;"2.50%";"14.26%";"27.73%";"4.79%";"0.10%"
2023-02-13;"8113";B;"3.64%";"14.26%";"27.71%";"4.79%";"0.10%"
2023-02-14;"8113";B;"5.04%";"15.82%";"29.46%";"6.22%";"1.47%"
2023-02-15;"8113";B;"3.00%";"13.50%";"26.94%";"5.41%";-0.50%
2023-02-16;"8113";B;"4.46%";"14.05%";"28.74%";"5.49%";"0.91%"
2023-02-17;"8113";B;"6.12%";"21.54%";"33.15%";"3.83%";"3.01%"
2023-02-18;"8113";B;"1.26%";"25.21%";"40.82%";"0.43%";"3.02%"
2023-02-19;"8113";B;"2.98%";"25.20%";"45.17%";"0.42%";"3.02%"
2023-02-20;"8113";B;"4.46%";"25.20%";"45.15%";"0.42%";"3.02%"
2023-02-21;"8113";B;"6.89%";"28.12%";"48.54%";"2.76%";"5.43%"
2023-02-22;"8113";B;"6.79%";"27.79%";"48.41%";"0.41%";"5.33%"
2023-02-23;"8113";B;"5.16%";"25.00%";"39.73%";-6.34%;"3.73%"
2023-02-24;"8113";B;"0.60%";"19.35%";"34.52%";-2.59%;"1.61%"
2023-02-25;"8113";B;-0.39%;"20.13%";"35.82%";"2.55%";"1.62%"
2023-02-26;"8113";B;"1.63%";"20.12%";"26.05%";"2.54%";"1.62%"
2023-02-27;"8113";B;"2.90%";"20.12%";"26.04%";"2.54%";"1.62%"
2023-02-28;"8113";B;"3.66%";"21.02%";"26.98%";"3.30%";"2.38%"
2023-03-01;"8113";B;"7.91%";"24.60%";"27.55%";"6.10%";"7.15%"
2023-03-02;"8113";B;"8.61%";"22.21%";"23.43%";"10.39%";"6.50%"
2023-03-03;"8113";B;"7.19%";"19.94%";"21.14%";"5.29%";"4.53%"
2023-03-04;"8113";B;"7.19%";"19.95%";"21.15%";"4.31%";"4.54%"
2023-03-05;"8113";B;"7.19%";"19.95%";"21.15%";"4.30%";"4.54%"
2023-03-06;"8113";B;"7.19%";"15.93%";"26.46%";"4.30%";"4.54%"
2023-03-07;"8113";B;"12.05%";"18.41%";"34.91%";"8.85%";"9.11%"
2023-03-08;"8113";B;"7.77%";"17.24%";"34.83%";"6.37%";"8.04%"
2023-03-09;"8113";B;"10.77%";"20.87%";"44.83%";"13.12%";"11.38%"
2023-03-10;"8113";B;"16.23%";"26.24%";"51.25%";"17.30%";"16.34%"
2023-03-11;"8113";B;"16.23%";"26.25%";"51.27%";"14.47%";"16.35%"
2023-03-12;"8113";B;"16.23%";"26.25%";"51.27%";"14.46%";"16.35%"
2023-03-13;"8113";B;"16.23%";"28.76%";"43.25%";"14.46%";"16.35%"
2023-03-14;"8113";B;"11.78%";"25.75%";"41.82%";"11.57%";"13.42%"
2023-03-15;"8113";B;"11.82%";"19.68%";"38.35%";"14.93%";"11.26%"
2023-03-16;"8113";B;"4.29%";"13.19%";"30.85%";"10.73%";"5.24%"
2023-03-17;"8113";B;"2.70%";"13.77%";"31.53%";"12.55%";"5.79%"
2023-03-18;"8113";B;"2.70%";"13.78%";"31.55%";"16.37%";"5.80%"
2023-03-19;"8113";B;"2.70%";"13.78%";"31.55%";"16.35%";"5.80%"
2023-03-20;"8113";B;"2.70%";"14.12%";"31.55%";"16.35%";"5.80%"
2023-03-21;"8113";B;-1.11%;"13.47%";"29.72%";"14.66%";"4.26%"
2023-03-22;"8113";B;"1.71%";"9.73%";"29.76%";"18.82%";"7.13%"
2023-03-23;"8113";B;"6.39%";"16.82%";"35.13%";"20.33%";"10.35%"
